scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Dryobates nuttallii,2024-11-17 12:36:00 -0800,,"El Cajon, CA, USA",32.7866797153,-116.985554313,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252225510,https://inaturalist-open-data.s3.amazonaws.com/photos/451475271/medium.jpg,anyagor,252225510,Nuttall's Woodpecker,Aves,792987,0,0,2024/11/17 12:36 PM,2024-11-17,2024-11-17 20:36:00 UTC,Pacific Time (US & Canada),15,15,,open,false,,,6457907,,2024-11-19 02:07:54 UTC,2024-11-19 19:58:48 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-11-13 14:57:42 -0800,,"Chabot Park, Oakland, CA 94605, USA",37.7464903923,-122.1289888769,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252205244,https://inaturalist-open-data.s3.amazonaws.com/photos/451432388/medium.jpeg,mantis2222,252205244,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-13 14:57:42,2024-11-13,2024-11-13 22:57:42 UTC,Pacific Time (US & Canada),191,191,,open,false,gps,gps,4101740,,2024-11-18 22:24:30 UTC,2024-11-18 22:31:50 UTC,research,CC-BY-NC,,2,false
Dryobates nuttallii,2024-11-18 10:10:25 -0800,,"South Hall, Riverside, CA 92515, USA",33.9107030997,-117.5009835997,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252190024,https://inaturalist-open-data.s3.amazonaws.com/photos/451400410/medium.jpeg,jurassicbro238,252190024,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-18 10:10:25,2024-11-18,2024-11-18 18:10:25 UTC,Pacific Time (US & Canada),NA,NA,,open,false,gps,gps,5182884,Alessandro Franchini,2024-11-18 19:55:30 UTC,2024-11-18 20:02:50 UTC,research,CC-BY,,2,false
Dryobates nuttallii,2024-11-18 09:56:33 -0800,,"University of California, Riverside, Riverside, CA, US",33.9733283333,-117.3261333333,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252187387,https://static.inaturalist.org/photos/451395697/medium.jpeg,alexia_ramirez,252187387,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-18 09:56:33-08:00,2024-11-18,2024-11-18 17:56:33 UTC,Pacific Time (US & Canada),4,4,,open,false,,,8642148,Alexia Ramirez,2024-11-18 19:32:32 UTC,2024-11-18 19:46:29 UTC,research,,,3,false
Dryobates nuttallii,2024-11-18 09:12:00 -0800,Enough tree for three woodpeckers,"33rd St, East Sac, CA, USA",38.578009045,-121.4588384923,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252186364,https://inaturalist-open-data.s3.amazonaws.com/photos/451392026/medium.jpeg,rmyoshihara,252186364,Nuttall's Woodpecker,Aves,792987,0,0,2024/11/18 9:12 AM,2024-11-18,2024-11-18 17:12:00 UTC,Pacific Time (US & Canada),185,185,,open,false,,,1658107,,2024-11-18 19:24:22 UTC,2024-11-18 20:22:25 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-07-04 14:59:17 -0700,,"Los Angeles, CA 90272, USA",34.0547809722,-118.533759,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252184471,https://inaturalist-open-data.s3.amazonaws.com/photos/451390535/medium.jpeg,aganezer,252184471,Nuttall's Woodpecker,Aves,792987,0,0,2024-07-04 14:59:17,2024-07-04,2024-07-04 21:59:17 UTC,Pacific Time (US & Canada),NA,NA,,open,false,gps,gps,216703,Alyssa,2024-11-18 19:08:39 UTC,2024-11-19 20:42:26 UTC,research,CC-BY-NC,,2,false
Dryobates nuttallii,2024-06-08 10:13:24 -0700,I found these on the ground.,"Wilshire Montana, Santa Monica, CA, USA",34.0267479722,-118.497364,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252179135,https://inaturalist-open-data.s3.amazonaws.com/photos/451380186/medium.jpeg,aganezer,252179135,Nuttall's Woodpecker,Aves,792987,0,0,2024-06-08 10:13:24,2024-06-08,2024-06-08 17:13:24 UTC,Pacific Time (US & Canada),NA,NA,,open,false,gps,gps,216703,Alyssa,2024-11-18 18:24:15 UTC,2024-11-19 17:52:16 UTC,research,CC-BY-NC,,2,false
Pica nuttalli,2024-09-24 17:59:38 -0700,,"Ancil Hoffman Golf Course, Carmichael, CA, US",38.6104918302,-121.3081199258,,Yellow-billed Magpie,https://www.inaturalist.org/observations/252132736,https://static.inaturalist.org/photos/451287791/medium.jpeg,trinity_findleton,252132736,Yellow-billed Magpie,Aves,8319,0,0,2024-09-24 17:59:38-07:00,2024-09-24,2024-09-25 00:59:38 UTC,Pacific Time (US & Canada),28,28,,open,false,,,8775975,Trinity Findleton,2024-11-18 08:49:43 UTC,2024-11-18 08:57:35 UTC,research,,,3,false
Pica nuttalli,2024-11-17 12:23:00 -0800,,"San Benito County, CA, USA",36.6248916454,-121.0057952386,,Yellow-billed Magpie,https://www.inaturalist.org/observations/252103239,https://static.inaturalist.org/photos/451223734/medium.jpeg,janeyd,252103239,Yellow-billed Magpie,Aves,8319,0,0,2024/11/17 12:23 PM,2024-11-17,2024-11-17 20:23:00 UTC,Pacific Time (US & Canada),80,80,,open,false,,,770371,Jane Dixon,2024-11-18 02:05:54 UTC,2024-11-18 02:07:44 UTC,research,,,NA,false
Pica nuttalli,2024-11-17 12:24:00 -0800,,"San Benito County, CA, USA",36.6276295399,-121.0076035298,,Yellow-billed Magpie,https://www.inaturalist.org/observations/252103238,https://static.inaturalist.org/photos/451223735/medium.jpeg,janeyd,252103238,Yellow-billed Magpie,Aves,8319,0,0,2024/11/17 12:24 PM,2024-11-17,2024-11-17 20:24:00 UTC,Pacific Time (US & Canada),977,977,,open,false,,,770371,Jane Dixon,2024-11-18 02:05:54 UTC,2024-11-18 02:08:27 UTC,research,,,NA,false
Dryobates nuttallii,2024-11-17 16:35:09 -0800,,"Glassell Park, Los Angeles, CA, USA",34.0974425402,-118.2370721728,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252094167,,jasminott,252094167,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-17 16:35:09,2024-11-17,2024-11-18 00:35:09 UTC,Pacific Time (US & Canada),4,4,,open,false,,,2460115,Jasmin Minott,2024-11-18 00:35:35 UTC,2024-11-18 17:00:24 UTC,research,,https://static.inaturalist.org/sounds/1252885.wav?1731890150,2,false
Dryobates nuttallii,2024-11-17 11:42:00 -0800,,"Mesa Verde, Costa Mesa, CA, USA",33.6629352783,-117.9386925,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252087674,https://inaturalist-open-data.s3.amazonaws.com/photos/451192471/medium.jpg,andrealikesbirds,252087674,Nuttall's Woodpecker,Aves,792987,1,0,2024/11/17 11:42 AM,2024-11-17,2024-11-17 19:42:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,986773,Andrea Carpio,2024-11-17 23:33:04 UTC,2024-11-18 03:28:35 UTC,research,CC-BY-NC,,NA,false
Pica nuttalli,2024-11-17 15:12:04 -0800,,"E Barnhart Rd, Turlock, CA, US",37.5442995178,-120.8426886053,,Yellow-billed Magpie,https://www.inaturalist.org/observations/252085417,https://inaturalist-open-data.s3.amazonaws.com/photos/451188965/medium.jpeg,espaulding05,252085417,Yellow-billed Magpie,Aves,8319,1,0,2024-11-17 15:12:04-08:00,2024-11-17,2024-11-17 23:12:04 UTC,Pacific Time (US & Canada),4,4,,open,false,,,8777185,,2024-11-17 23:13:22 UTC,2024-11-18 21:05:36 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-11-16 14:29:00 -0800,,"Berkeley, CA, USA",37.8736019847,-122.2621380467,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252080518,https://inaturalist-open-data.s3.amazonaws.com/photos/451178926/medium.png,juncohunter,252080518,Nuttall's Woodpecker,Aves,792987,1,0,2024/11/16 2:29 PM,2024-11-16,2024-11-16 22:29:00 UTC,Pacific Time (US & Canada),61,61,,open,false,,,6118222,Jn L,2024-11-17 22:32:22 UTC,2024-11-18 01:36:50 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-11-17 11:57:48 -0800,,"Ocean View Ave, Berkeley, CA, US",37.899055,-122.2854833333,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252073622,https://inaturalist-open-data.s3.amazonaws.com/photos/451165038/medium.jpeg,haconra,252073622,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-17 11:57:48-08:00,2024-11-17,2024-11-17 19:57:48 UTC,Pacific Time (US & Canada),14,14,,open,false,,,750232,Heather,2024-11-17 21:32:47 UTC,2024-11-18 00:51:21 UTC,research,CC0,,3,false
Dryobates nuttallii,2024-11-17 12:46:15 -0800,,"Sugarloaf Ridge State Park, Kenwood, CA, US",38.4372972726,-122.5161680992,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/252067774,https://static.inaturalist.org/photos/451153928/medium.jpeg,woody54,252067774,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-17 12:46:15-08:00,2024-11-17,2024-11-17 20:46:15 UTC,Pacific Time (US & Canada),23,23,,open,false,,,349220,Wayne Woodbury,2024-11-17 20:48:48 UTC,2024-11-18 01:44:14 UTC,research,,,3,false
Dryobates nuttallii,2024-11-16 15:48:00 -0800,,"Fair Oaks, CA, USA",38.6507324981,-121.1991778771,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251975552,https://inaturalist-open-data.s3.amazonaws.com/photos/450967479/medium.jpeg,hawkparty,251975552,Nuttall's Woodpecker,Aves,792987,1,0,2024/11/16 3:48 PM,2024-11-16,2024-11-16 23:48:00 UTC,Pacific Time (US & Canada),1644,1644,,open,false,,,4072918,Hawk T.,2024-11-17 04:27:51 UTC,2024-11-17 07:27:06 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-11-03 11:04:29 -0800,,"Travis Pl, Rancho Cucamonga, CA, US",34.1225138333,-117.527205,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251975287,https://inaturalist-open-data.s3.amazonaws.com/photos/450969814/medium.jpeg,aidandaley,251975287,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-03 11:04:29-08:00,2024-11-03,2024-11-03 19:04:29 UTC,Pacific Time (US & Canada),10,10,,open,false,,,6763974,,2024-11-17 04:23:53 UTC,2024-11-18 20:35:37 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-11-16 17:44:59 -0800,,"Golden Triangle Rd, Santa Clarita, CA, US",34.418847,-118.495941,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251961303,https://static.inaturalist.org/photos/450941136/medium.jpeg,infinity_trinity,251961303,Nuttall's Woodpecker,Aves,792987,3,1,2024-11-16 17:44:59-08:00,2024-11-16,2024-11-17 01:44:59 UTC,Pacific Time (US & Canada),6671,6671,,open,false,,,8401802,,2024-11-17 01:46:35 UTC,2024-11-17 04:31:04 UTC,research,,,3,false
Dryobates nuttallii,2024-11-16 12:54:00 -0800,,"Effie Yeaw Nature Center, 2850 San Lorenzo Way, Carmichael, CA 95608, USA",38.6174656,-121.3115716,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251957603,https://inaturalist-open-data.s3.amazonaws.com/photos/450933013/medium.jpeg,cperrault619,251957603,Nuttall's Woodpecker,Aves,792987,0,0,2024/11/16 12:54 PM,2024-11-16,2024-11-16 20:54:00 UTC,Pacific Time (US & Canada),145,145,,open,false,,,7990139,Corinna,2024-11-17 01:12:10 UTC,2024-11-17 01:50:56 UTC,research,CC-BY-NC,,NA,false
Pica nuttalli,2024-11-16 15:28:16 -0800,,"N Sage St, Davis, CA, US",38.544405,-121.7698966667,,Yellow-billed Magpie,https://www.inaturalist.org/observations/251947640,https://inaturalist-open-data.s3.amazonaws.com/photos/450912240/medium.jpeg,rybeam,251947640,Yellow-billed Magpie,Aves,8319,0,0,2024-11-16 15:28:16-08:00,2024-11-16,2024-11-16 23:28:16 UTC,Pacific Time (US & Canada),4,4,,open,false,,,5191999,Ryan Beam,2024-11-16 23:29:03 UTC,2024-11-16 23:55:16 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-11-15 15:39:54 -0800,,"California, US",37.7225298008,-122.5760983093,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251944936,https://inaturalist-open-data.s3.amazonaws.com/photos/450905880/medium.jpeg,martino70,251944936,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-15 15:39:54-08:00,2024-11-15,2024-11-15 23:39:54 UTC,Pacific Time (US & Canada),231,28359,obscured,open,true,,,3882111,,2024-11-16 23:02:42 UTC,2024-11-17 02:37:34 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-11-16 12:02:00 -0800,,"Huntington Beach, CA, USA",33.7036478149,-118.0044995206,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251941666,https://inaturalist-open-data.s3.amazonaws.com/photos/450896870/medium.jpeg,falconwrath,251941666,Nuttall's Woodpecker,Aves,792987,0,0,2024/11/16 12:02 PM,2024-11-16,2024-11-16 20:02:00 UTC,Pacific Time (US & Canada),117,117,,open,false,,,6638908,,2024-11-16 22:29:20 UTC,2024-11-17 04:24:27 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-11-16 12:02:00 -0800,,"Huntington Beach, CA, USA",33.7046116344,-118.0024017428,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251941664,https://inaturalist-open-data.s3.amazonaws.com/photos/450896861/medium.jpeg,falconwrath,251941664,Nuttall's Woodpecker,Aves,792987,0,0,2024/11/16 12:02 PM,2024-11-16,2024-11-16 20:02:00 UTC,Pacific Time (US & Canada),51,51,,open,false,,,6638908,,2024-11-16 22:29:19 UTC,2024-11-17 04:24:29 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-11-16 12:38:30 -0800,,"Esperanza Dr, La Verne, CA, US",34.1428528333,-117.7510533333,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251928786,https://static.inaturalist.org/photos/450874247/medium.jpeg,romeortega,251928786,Nuttall's Woodpecker,Aves,792987,1,0,2024-11-16 12:38:30-08:00,2024-11-16,2024-11-16 20:38:30 UTC,Pacific Time (US & Canada),4,4,,open,false,,,7780038,,2024-11-16 20:40:29 UTC,2024-11-16 21:14:59 UTC,research,,,3,false
Dryobates nuttallii,2024-11-16 09:57:44 -0800,,"Coal Oil Point Reserve, Goleta, CA, US",34.4128398997,-119.8798842594,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251925022,https://inaturalist-open-data.s3.amazonaws.com/photos/450867066/medium.jpeg,beanil,251925022,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-16 09:57:44-08:00,2024-11-16,2024-11-16 17:57:44 UTC,Pacific Time (US & Canada),23,23,,open,false,,,2214682,,2024-11-16 20:12:53 UTC,2024-11-17 05:06:26 UTC,research,,,3,false
Dryobates nuttallii,2024-11-14 08:47:05 -0800,,"Canyon View Ln, Pasadena, CA, US",34.1817800029,-118.0976638333,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251921111,https://inaturalist-open-data.s3.amazonaws.com/photos/450858801/medium.jpeg,keithpittluck,251921111,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-14 08:47:05-08:00,2024-11-14,2024-11-14 16:47:05 UTC,Pacific Time (US & Canada),77,77,,open,false,,,1561961,Keith P,2024-11-16 19:39:22 UTC,2024-11-16 19:40:27 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-11-15 10:05:00 -0800,,"Placer County, US-CA, US",38.8245581866,-121.012756838,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251908792,https://inaturalist-open-data.s3.amazonaws.com/photos/450835656/medium.jpeg,crellow,251908792,Nuttall's Woodpecker,Aves,792987,1,0,2024-11-15 10:05,2024-11-15,2024-11-15 18:05:00 UTC,Pacific Time (US & Canada),25,28181,obscured,open,true,,,287994,Nathan Odgers,2024-11-16 17:57:52 UTC,2024-11-16 21:21:27 UTC,research,CC0,,843,false
Dryobates nuttallii,2024-11-16 08:59:26 -0800,,"Seaside, CA, USA",36.6006555556,-121.8436333333,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251902231,https://inaturalist-open-data.s3.amazonaws.com/photos/450822305/medium.jpeg,mtillett,251902231,Nuttall's Woodpecker,Aves,792987,0,0,2024-11-16 08:59:26,2024-11-16,2024-11-16 16:59:26 UTC,Pacific Time (US & Canada),NA,NA,,open,false,gps,gps,42264,Matt Tillett,2024-11-16 17:01:40 UTC,2024-11-16 18:14:18 UTC,research,CC-BY-NC,,2,false
Pica nuttalli,2024-11-16 07:56:45 -0800,,"Rancho Cordova, CA 95670, USA",38.600233,-121.31331041,,Yellow-billed Magpie,https://www.inaturalist.org/observations/251895453,https://inaturalist-open-data.s3.amazonaws.com/photos/450809901/medium.jpeg,vermfly,251895453,Yellow-billed Magpie,Aves,8319,1,0,2024-11-16 07:56:45,2024-11-16,2024-11-16 15:56:45 UTC,Pacific Time (US & Canada),4,4,,open,false,,,3057,Clifford Hawley,2024-11-16 15:57:46 UTC,2024-11-16 16:12:45 UTC,research,CC-BY-NC,,2,false
Pica nuttalli,2024-11-14 15:27:12 -0800,,"N Sage St, Davis, CA, US",38.54522,-121.77088,,Yellow-billed Magpie,https://www.inaturalist.org/observations/251858264,https://inaturalist-open-data.s3.amazonaws.com/photos/450737573/medium.jpeg,waxworms,251858264,Yellow-billed Magpie,Aves,8319,0,0,2024-11-14 15:27:12-08:00,2024-11-14,2024-11-14 23:27:12 UTC,Pacific Time (US & Canada),4,4,,open,false,,,6564167,,2024-11-16 07:49:16 UTC,2024-11-16 15:13:44 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2024-11-11 14:41:00 -0800,,Forest Falls Picnic Area,34.0866198734,-116.9055547736,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251855348,https://inaturalist-open-data.s3.amazonaws.com/photos/450731123/medium.jpg,thesurfbirder,251855348,Nuttall's Woodpecker,Aves,792987,1,0,2024/11/11 2:41 PM,2024-11-11,2024-11-11 22:41:00 UTC,Pacific Time (US & Canada),694,694,,open,false,,,3441330,Nicholas Earnhart,2024-11-16 06:56:29 UTC,2024-11-16 16:16:42 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-10-20 12:20:33 -0700,,"Huntington Central Park, Huntington Beach, CA, US",33.7024933333,-118.0052383333,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251846751,https://inaturalist-open-data.s3.amazonaws.com/photos/450713016/medium.jpeg,emdeblas,251846751,Nuttall's Woodpecker,Aves,792987,1,0,2024-10-20 11:20:33-08:00,2024-10-20,2024-10-20 19:20:33 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,1802637,Em De Blas,2024-11-16 04:33:12 UTC,2024-11-16 06:23:09 UTC,research,CC-BY-NC,,3,false
Dryobates nuttallii,2023-12-23 11:20:00 -0800,,"Santee, CA, USA",32.8493755777,-117.0047973087,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251840211,https://inaturalist-open-data.s3.amazonaws.com/photos/450699164/medium.jpg,artzerphotog,251840211,Nuttall's Woodpecker,Aves,792987,0,0,2023/12/23 11:20 AM,2023-12-23,2023-12-23 19:20:00 UTC,Pacific Time (US & Canada),31,31,,open,false,,,6655081,,2024-11-16 03:08:56 UTC,2024-11-16 04:20:17 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-11-14 10:17:00 -0800,,"Hidden Mesa Rd, El Cajon, CA 92019, USA",32.7719257,-116.9172957,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251830128,https://inaturalist-open-data.s3.amazonaws.com/photos/450677687/medium.jpeg,sglevanik,251830128,Nuttall's Woodpecker,Aves,792987,0,0,2024/11/14 10:17 AM,2024-11-14,2024-11-14 18:17:00 UTC,Pacific Time (US & Canada),984,984,,open,false,,,8159696,,2024-11-16 01:04:38 UTC,2024-11-16 01:16:40 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-11-15 08:51:00 -0800,,"El Cajon, CA, USA",32.7868972754,-116.9854231217,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251826018,https://inaturalist-open-data.s3.amazonaws.com/photos/450668443/medium.jpg,artzerphotog,251826018,Nuttall's Woodpecker,Aves,792987,0,0,2024/11/15 8:51 AM,2024-11-15,2024-11-15 16:51:00 UTC,Pacific Time (US & Canada),2,2,,open,false,,,6655081,,2024-11-16 00:11:17 UTC,2024-11-18 06:31:31 UTC,research,CC-BY-NC,,NA,false
Dryobates nuttallii,2024-11-14 12:48:00 -0800,,"Griffith Park, CA, USA",34.1466834218,-118.2972253494,,Nuttall's Woodpecker,https://www.inaturalist.org/observations/251814929,https://inaturalist-open-data.s3.amazonaws.com/photos/450646117/medium.jpeg,gregslak,251814929,Nuttall's Woodpecker,Aves,792987,0,0,2024/11/14 12:48 PM,2024-11-14,2024-11-14 20:48:00 UTC,Pacific Time (US & Canada),4,4,,open,false,,,1807929,,2024-11-15 21:59:24 UTC,2024-11-15 22:08:22 UTC,research,CC-BY-NC,,NA,false
